loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,corrAns,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,instr1.started,instr1.stopped,keyResp1.keys,keyResp1.rt,keyResp1.started,keyResp1.stopped,l11ex.started,l11ex.stopped,l21ex.started,l21ex.stopped,t11ex.started,t11ex.stopped,tTex.started,tTex.stopped,fix1.started,fix1.stopped,trial1Fix.started,trial1Fix.stopped,trial1L11.started,trial1L11.stopped,trial1L12.started,trial1L12.stopped,trial1L21.started,trial1L21.stopped,trial1L22.started,trial1L22.stopped,trial1T11.started,trial1T11.stopped,trial1T12.started,trial1T12.stopped,trial1TT.started,trial1TT.stopped,trial1Resp.keys,trial1Resp.corr,trial1Resp.started,trial1Resp.stopped,breakText1.started,breakText1.stopped,breakResp1.keys,breakResp1.rt,breakResp1.started,breakResp1.stopped,fix2.started,fix2.stopped,trial2Fix.started,trial2Fix.stopped,trial2L11.started,trial2L11.stopped,trial2L12.started,trial2L12.stopped,trial2L21.started,trial2L21.stopped,trial2L22.started,trial2L22.stopped,trial2T11.started,trial2T11.stopped,trial2T12.started,trial2T12.stopped,trial2TT.started,trial2TT.stopped,trial2Resp.keys,trial2Resp.corr,trial2Resp.started,trial2Resp.stopped,breakText2.started,breakText2.stopped,breakResp2.keys,breakResp2.rt,breakResp2.started,breakResp2.stopped,fix3.started,fix3.stopped,trial3Fix.started,trial3Fix.stopped,Trial3L11.started,Trial3L11.stopped,Trial3L12.started,Trial3L12.stopped,Trial3L21.started,Trial3L21.stopped,Trial3L22.started,Trial3L22.stopped,Trial3T11.started,Trial3T11.stopped,Trial3T12.started,Trial3T12.stopped,Trial3TT.started,Trial3TT.stopped,trial3Resp.keys,trial3Resp.corr,trial3Resp.started,trial3Resp.stopped,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,0.0,0.2,0.2,None,None,0.0,-0.2,0.4,-0.2,0.0,0.2,0.4,0.2,space,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.41568830003962,137.415355599951,133.43402159994002,136.44891659996938,133.43402159994002,136.44891659996938,133.43402159994002,136.44891659996938,133.43402159994002,136.44891659996938,133.43402159994002,136.44891659996938,133.43402159994002,136.44891659996938,133.43402159994002,136.44891659996938,None,0,133.43402159994002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.0,-0.2,0.0,0.0,-0.4,-0.2,0.2,0.2,0.0,0.2,0.4,0.2,None,None,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.41457819996867,141.4143814999843,137.44825539994054,140.44822310004383,137.44825539994054,140.44822310004383,137.44825539994054,140.44822310004383,137.44825539994054,140.44822310004383,137.44825539994054,140.44822310004383,137.44825539994054,140.44822310004383,137.44825539994054,140.44822310004383,None,1,137.44825539994054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,0.0,-0.2,0.2,0.0,0.0,-0.4,-0.2,0.4,0.2,0.0,0.2,None,None,None,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.4136927999789,145.41340810002293,141.43176599999424,144.44698140001856,141.43176599999424,144.44698140001856,141.43176599999424,144.44698140001856,141.43176599999424,144.44698140001856,141.43176599999424,144.44698140001856,141.43176599999424,144.44698140001856,141.43176599999424,144.44698140001856,None,1,141.43176599999424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,-0.2,0.4,0.0,0.2,0.2,None,None,0.0,0.0,-0.2,0.2,0.2,0.0,space,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.41262620000634,149.41243399993982,145.43238719995134,148.44592910003848,145.43238719995134,148.44592910003848,145.43238719995134,148.44592910003848,145.43238719995134,148.44592910003848,145.43238719995134,148.44592910003848,145.43238719995134,148.44592910003848,145.43238719995134,148.44592910003848,None,0,145.43238719995134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
-0.2,0.2,0.4,-0.2,0.0,0.2,0.0,-0.2,-0.4,-0.2,0.0,0.0,None,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.41155690001324,153.4113306000363,149.4308965000091,152.44492659997195,149.4308965000091,152.44492659997195,149.4308965000091,152.44492659997195,149.4308965000091,152.44492659997195,149.4308965000091,152.44492659997195,149.4308965000091,152.44492659997195,149.4308965000091,152.44492659997195,None,1,149.4308965000091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,-0.2,None,None,-0.4,0.0,0.4,0.2,0.0,0.2,0.2,-0.2,0.0,0.0,space,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.42722680000588,157.4270414999919,153.44503920001443,156.46057049999945,153.44503920001443,156.46057049999945,153.44503920001443,156.46057049999945,153.44503920001443,156.46057049999945,153.44503920001443,156.46057049999945,153.44503920001443,156.46057049999945,153.44503920001443,156.46057049999945,None,0,153.44503920001443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,0.2,0.4,0.0,0.2,0.2,0.0,0.2,-0.4,-0.2,0.4,-0.2,None,None,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.42628150002565,161.4259211999597,157.44454840000253,160.45958989998326,157.44454840000253,160.45958989998326,157.44454840000253,160.45958989998326,157.44454840000253,160.45958989998326,157.44454840000253,160.45958989998326,157.44454840000253,160.45958989998326,157.44454840000253,160.45958989998326,None,1,157.44454840000253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
-0.4,-0.2,0.2,0.2,0.0,0.0,0.4,-0.2,0.4,0.2,-0.2,0.2,None,None,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.42527559993323,165.42498969996814,161.44314400001895,164.4585770999547,161.44314400001895,164.4585770999547,161.44314400001895,164.4585770999547,161.44314400001895,164.4585770999547,161.44314400001895,164.4585770999547,161.44314400001895,164.4585770999547,161.44314400001895,164.4585770999547,None,1,161.44314400001895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.2,0.2,0.0,0.0,0.0,-0.2,None,None,0.0,0.2,0.4,-0.2,-0.4,0.0,space,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.4247871999396,169.42406260001007,165.4421448999783,168.4408923999872,165.4421448999783,168.4408923999872,165.4421448999783,168.4408923999872,165.4421448999783,168.4408923999872,165.4421448999783,168.4408923999872,165.4421448999783,168.4408923999872,165.4421448999783,168.4408923999872,None,0,165.4421448999783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
None,None,-0.2,0.2,-0.4,-0.2,0.2,0.2,0.0,0.0,0.4,-0.2,0.4,0.0,space,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.4232640999835,173.4230258000316,169.44148769997992,172.45646370004397,169.44148769997992,172.45646370004397,169.44148769997992,172.45646370004397,169.44148769997992,172.45646370004397,169.44148769997992,172.45646370004397,169.44148769997992,172.45646370004397,169.44148769997992,172.45646370004397,None,0,169.44148769997992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.0,0.0,None,None,0.4,-0.2,-0.2,0.2,0.2,0.2,0.4,0.0,0.4,0.2,space,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.42229010001756,177.42198859993368,173.44168819999322,176.45554929994978,173.44168819999322,176.45554929994978,173.44168819999322,176.45554929994978,173.44168819999322,176.45554929994978,173.44168819999322,176.45554929994978,173.44168819999322,176.45554929994978,173.44168819999322,176.45554929994978,None,0,173.44168819999322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.2,0.2,0.0,0.0,0.0,0.2,None,None,-0.4,-0.2,0.4,-0.2,-0.4,0.0,space,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.42152279999573,181.42102649994195,177.43943329993635,180.4547670999309,177.43943329993635,180.4547670999309,177.43943329993635,180.4547670999309,177.43943329993635,180.4547670999309,177.43943329993635,180.4547670999309,177.43943329993635,180.4547670999309,177.43943329993635,180.4547670999309,None,0,177.43943329993635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.4376463999506,None,space,3.709807900013402,181.4376463999506,None,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
None,None,-0.4,-0.2,0.4,-0.2,0.0,0.0,-0.2,0.2,0.2,0.2,0.0,0.2,space,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.17004979995545,None,189.18573749996722,None,186.1987246000208,189.20244499994442,186.1987246000208,189.20244499994442,186.1987246000208,189.20244499994442,186.1987246000208,189.20244499994442,186.1987246000208,189.20244499994442,186.1987246000208,189.20244499994442,186.1987246000208,189.20244499994442,None,0,186.1987246000208,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.0,0.2,0.4,0.0,-0.2,0.2,0.0,0.0,-0.4,-0.2,0.4,0.2,None,None,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.16808820003644,194.16782269999385,190.18751650000922,193.20129460003227,190.18751650000922,193.20129460003227,190.18751650000922,193.20129460003227,190.18751650000922,193.20129460003227,190.18751650000922,193.20129460003227,190.18751650000922,193.20129460003227,190.18751650000922,193.20129460003227,None,1,190.18751650000922,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
-0.2,0.2,-0.4,-0.2,-0.4,0.0,None,None,0.2,0.2,0.0,0.0,-0.2,-0.2,space,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.16707039996982,198.16684229997918,194.18623270001262,197.20032800000627,194.18623270001262,197.20032800000627,194.18623270001262,197.20032800000627,194.18623270001262,197.20032800000627,194.18623270001262,197.20032800000627,194.18623270001262,197.20032800000627,194.18623270001262,197.20032800000627,None,0,194.18623270001262,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.2,0.2,-0.4,0.2,-0.4,-0.2,0.0,0.2,None,None,0.4,-0.2,-0.4,0.0,space,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.16615189996082,202.16587779996917,198.18418790004216,201.19941060000565,198.18418790004216,201.19941060000565,198.18418790004216,201.19941060000565,198.18418790004216,201.19941060000565,198.18418790004216,201.19941060000565,198.18418790004216,201.19941060000565,198.18418790004216,201.19941060000565,None,0,198.18418790004216,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,-0.2,0.0,0.2,None,None,-0.4,-0.2,0.0,0.0,0.2,0.2,0.0,-0.2,space,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.16527110000607,206.16483829997014,202.1830348999938,205.19838519999757,202.1830348999938,205.19838519999757,202.1830348999938,205.19838519999757,202.1830348999938,205.19838519999757,202.1830348999938,205.19838519999757,202.1830348999938,205.19838519999757,202.1830348999938,205.19838519999757,None,0,202.1830348999938,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.2,0.0,-0.2,0.2,0.4,-0.2,0.0,0.2,0.0,-0.2,-0.4,-0.2,None,None,None,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.1641280000331,210.16388949996326,206.18228139996063,209.19744100002572,206.18228139996063,209.19744100002572,206.18228139996063,209.19744100002572,206.18228139996063,209.19744100002572,206.18228139996063,209.19744100002572,206.18228139996063,209.19744100002572,206.18228139996063,209.19744100002572,None,1,206.18228139996063,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.2,-0.2,None,None,0.4,-0.2,-0.4,0.0,0.4,0.2,0.0,0.2,0.4,0.0,space,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.16311289998703,214.16282049997244,210.18132610002067,213.19657619995996,210.18132610002067,213.19657619995996,210.18132610002067,213.19657619995996,210.18132610002067,213.19657619995996,210.18132610002067,213.19657619995996,210.18132610002067,213.19657619995996,210.18132610002067,213.19657619995996,None,0,210.18132610002067,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,0.0,0.4,0.2,0.0,0.2,0.2,0.2,0.4,-0.2,-0.4,-0.2,None,None,None,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.16208329994697,218.1618133999873,214.18114250001963,217.1954177999869,214.18114250001963,217.1954177999869,214.18114250001963,217.1954177999869,214.18114250001963,217.1954177999869,214.18114250001963,217.1954177999869,214.18114250001963,217.1954177999869,214.18114250001963,217.1954177999869,None,1,214.18114250001963,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
-0.2,0.2,0.2,0.2,0.4,0.2,0.0,0.2,None,None,0.2,-0.2,0.2,0.0,space,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.16113979998045,222.16083860001527,218.1789508999791,221.19553130003624,218.1789508999791,221.19553130003624,218.1789508999791,221.19553130003624,218.1789508999791,221.19553130003624,218.1789508999791,221.19553130003624,218.1789508999791,221.19553130003624,218.1789508999791,221.19553130003624,None,0,218.1789508999791,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.0,0.0,0.2,0.2,None,None,0.0,-0.2,0.4,-0.2,0.0,0.2,0.4,0.2,space,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.16018410003744,226.15987019997556,222.17807809996884,225.19351989997085,222.17807809996884,225.19351989997085,222.17807809996884,225.19351989997085,222.17807809996884,225.19351989997085,222.17807809996884,225.19351989997085,222.17807809996884,225.19351989997085,222.17807809996884,225.19351989997085,None,0,222.17807809996884,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.0,-0.2,0.2,0.0,-0.4,-0.2,0.2,0.2,0.0,0.2,0.4,0.2,None,None,None,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.15920090000145,230.15885599993635,226.1782134999521,229.1925201000413,226.1782134999521,229.1925201000413,226.1782134999521,229.1925201000413,226.1782134999521,229.1925201000413,226.1782134999521,229.1925201000413,226.1782134999521,229.1925201000413,226.1782134999521,229.1925201000413,None,1,226.1782134999521,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,0.0,-0.2,0.2,-0.4,0.0,-0.4,-0.2,0.4,0.2,0.0,0.2,None,None,None,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.15813759993762,234.15787859994452,230.17730530002154,233.1914690999547,230.17730530002154,233.1914690999547,230.17730530002154,233.1914690999547,230.17730530002154,233.1914690999547,230.17730530002154,233.1914690999547,230.17730530002154,233.1914690999547,230.17730530002154,233.1914690999547,None,1,230.17730530002154,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
-0.4,0.2,0.0,0.0,0.0,-0.2,None,None,0.0,0.2,-0.4,-0.2,-0.4,0.0,space,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.15708649996668,238.1567629999481,234.1761798999505,237.19044140004553,234.1761798999505,237.19044140004553,234.1761798999505,237.19044140004553,234.1761798999505,237.19044140004553,234.1761798999505,237.19044140004553,234.1761798999505,237.19044140004553,234.1761798999505,237.19044140004553,None,0,234.1761798999505,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
-0.2,0.2,0.4,-0.2,0.0,0.2,0.0,-0.2,-0.4,-0.2,0.0,0.0,None,None,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.17283890000544,242.17259560001548,238.19061910000164,241.20606530003715,238.19061910000164,241.20606530003715,238.19061910000164,241.20606530003715,238.19061910000164,241.20606530003715,238.19061910000164,241.20606530003715,238.19061910000164,241.20606530003715,238.19061910000164,241.20606530003715,None,1,238.19061910000164,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,-0.2,0.2,-0.2,-0.4,0.0,0.4,0.2,0.0,0.2,None,None,0.0,0.0,space,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.17177210003138,246.1715608999366,242.19022660003975,245.20508560002781,242.19022660003975,245.20508560002781,242.19022660003975,245.20508560002781,242.19022660003975,245.20508560002781,242.19022660003975,245.20508560002781,242.19022660003975,245.20508560002781,242.19022660003975,245.20508560002781,None,0,242.19022660003975,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
-0.4,-0.2,0.4,-0.2,0.4,0.2,0.4,0.0,0.2,0.2,0.0,0.2,None,None,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.17077329999302,250.17049169994425,246.1893922999734,249.20415040000807,246.1893922999734,249.20415040000807,246.1893922999734,249.20415040000807,246.1893922999734,249.20415040000807,246.1893922999734,249.20415040000807,246.1893922999734,249.20415040000807,246.1893922999734,249.20415040000807,None,1,246.1893922999734,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,0.2,0.4,0.0,0.2,0.2,0.0,0.2,-0.4,-0.2,0.4,-0.2,None,None,None,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.1697669000132,254.16951030003838,250.18893269996624,253.20318690000568,250.18893269996624,253.20318690000568,250.18893269996624,253.20318690000568,250.18893269996624,253.20318690000568,250.18893269996624,253.20318690000568,250.18893269996624,253.20318690000568,250.18893269996624,253.20318690000568,None,1,250.18893269996624,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
-0.4,-0.2,0.2,0.2,0.0,0.0,0.4,-0.2,0.4,0.2,-0.2,0.2,None,None,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.16904159996193,258.1686181999976,254.18799579993356,257.20202450000215,254.18799579993356,257.20202450000215,254.18799579993356,257.20202450000215,254.18799579993356,257.20202450000215,254.18799579993356,257.20202450000215,254.18799579993356,257.20202450000215,254.18799579993356,257.20202450000215,None,1,254.18799579993356,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.4,0.2,-0.4,-0.2,0.4,0.0,0.0,0.2,0.0,0.0,-0.2,0.2,None,None,None,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.18444590002764,None,258.1879581999965,261.2011238000123,258.1879581999965,261.2011238000123,258.1879581999965,261.2011238000123,258.1879581999965,261.2011238000123,258.1879581999965,261.2011238000123,258.1879581999965,261.2011238000123,258.1879581999965,261.2011238000123,None,1,258.1879581999965,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
0.0,0.0,None,None,0.4,-0.2,-0.2,0.2,0.2,0.2,0.4,0.0,0.4,0.2,space,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.16678079997655,266.166691099992,262.1849716999568,265.2000997000141,262.1849716999568,265.2000997000141,262.1849716999568,265.2000997000141,262.1849716999568,265.2000997000141,262.1849716999568,265.2000997000141,262.1849716999568,265.2000997000141,262.1849716999568,265.2000997000141,None,0,262.1849716999568,None,,,a,001,2020_May_25_1531,vSearchAlpha2,2020.1.3,60.095792695377874,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1833060999634,None,,,,,,,
